"code" "intercept" "slope" "nsnps"
"120" "1150_3" NA NA NA
"121" "1160" -23.6176397499846 -4.7812024243124 1191
"122" "1170" -15.0737300775911 -2.46743988335009 7766
"123" "1180" -22.222931783918 -4.64954298404258 10370
"124" "1190" -220.597027227191 -55.4216872617506 6850
"125" "1200" -21.2197833706201 -3.99912554716154 1041
"126" "1210" -35.3963293425645 -6.48478707426386 1191
"127" "1220" -44.3338441760802 -8.47138059440633 1358
"128" "12336_raw" NA NA NA
"129" "12338_raw" NA NA NA
"130" "12340_raw" -4.61590176136979 -1.40324103923826 177
"131" "1239" -14.5041596709102 -2.12816280736479 795
"132" "1249" -19.2191569108354 -4.45533300435285 4097
"133" "1259" NA NA NA
"134" "1269" NA NA NA
"135" "1279" NA NA NA
"136" "1289" -132.277602714911 -28.6943592479611 539
"137" "129_raw" 14.1823413267394 -2.41484230026293 1361
"138" "1299" -103.519313182949 -23.0328686290039 724
"139" "130_raw" 22.9817077084459 -3.73198633655327 565
"140" "1309" -19.6777114467691 -3.8393366939963 2582
"141" "1319" -51.1957242237861 -11.5589065420198 1448
"142" "1329" -71.3272124562636 -17.4320405734583 5309
"143" "1339" -9.91294869500615 -1.36219046698792 302
"144" "134" -14.7674881181997 -1.55507601727012 435
"145" "1349" -118.871430482514 -28.508936643801 678
"146" "135" -61.9651450597723 -14.9723238052148 5767
"147" "1359" NA NA NA
"148" "136" -10.0545620823564 -1.33641540693745 169
"149" "1369" -123.336650485268 -28.2287973294469 616
"150" "137" -33.9343490861392 -7.67336688081684 7102
"151" "1379" -64.9169033830423 -14.1181438187342 979
"152" "1389" NA NA NA
"153" "1408" -34.9964529678382 -8.08490581188595 1149
"154" "1418_1" NA NA NA
"155" "1418_2" NA NA NA
"156" "1418_3" NA NA NA
"157" "1418_4" NA NA NA
"158" "1418_5" -14.4016449075149 -1.55490391678723 659
"159" "1418_6" NA NA NA
"160" "1428_0" -13.2612707011629 -2.01308390751587 105
"161" "1428_1" -8.98590638064275 -1.08296115831273 254
"162" "1428_2" -14.4296865816746 -1.62986900876848 726
"163" "1428_3" NA NA NA
"164" "1438_raw" -14.8545285501953 -0.562340122455857 1091
"165" "1448_1" -176.587480483035 -35.2884395607607 472
"166" "1448_2" NA NA NA
"167" "1448_3" -79.1490364656441 -16.2927400387319 498
"168" "1448_4" -67.5104918677041 -12.3191203739364 4677
"169" "1458" -24.1856365041375 -5.10663540822027 985
"170" "1468_1" NA NA NA
"171" "1468_2" NA NA NA
"172" "1468_3" NA NA NA
"173" "1468_4" NA NA NA
"174" "1468_5" -44.557325529781 -8.77866416165808 6296
"175" "1478" -43.2149404872314 -10.1701868163977 5719
"176" "1488_raw" -13.6317790557504 -1.29309733856115 2461
"177" "1498" -20.9214213309543 -4.36577872649384 2610
"178" "1508_1" NA NA NA
"179" "1508_2" -25.1932503316798 -4.79800430563132 286
"180" "1508_3" -96.0285514805689 -19.4852195290993 1217
"181" "1508_4" -12.9012215715227 -1.86139661092849 591
"182" "1518" -64.060557882085 -13.8999424938349 5710
"183" "1528" -24.2770207873434 -5.12667734800595 941
"184" "1538_0" -22.2969846326824 -3.94715131848969 250
"185" "1538_1" -25.5604476040816 -4.15703596752801 682
"186" "1538_2" NA NA NA
"187" "1548" NA NA NA
"188" "1558" -18.5085959643871 -3.88490675308912 7189
"189" "1568" NA NA NA
"190" "1578" NA NA NA
"191" "1588" -36.3057718476015 -7.61492370147111 178
"192" "1598" NA NA NA
"193" "1608" NA NA NA
"194" "1618" NA NA NA
"195" "1628" NA NA NA
"196" "1677" NA NA NA
"197" "1687" -26.1270815432038 -6.01779300420026 20389
"198" "1697" -29.6960598712429 -6.84265206226406 78535
"199" "1707_1" NA NA NA
"200" "1707_2" NA NA NA
"201" "1707_3" -13.9670760118222 -1.65989709930591 560
"202" "1717" -14.6176961261821 -3.60343261844563 28286
"203" "1727" -12.1945236331566 -3.43950496016088 28474
"204" "1737" -15.3979594008945 -3.97938865675697 12897
"205" "1747_1" -17.6247469839427 -3.37979467921698 28361
"206" "1747_2" -25.1748936608562 -7.23869927912152 12637
"207" "1747_3" -13.8476816726123 -2.62945152530831 10174
"208" "1747_4" -15.1017045482236 -3.32819271265024 29889
"209" "1747_5" -26.6233127616694 -5.3800022519516 12598
"210" "1747_6" -14.6631023076476 -1.75643581416265 1472
"211" "1757" -41.5083680021036 -9.01387877728722 5102
"212" "1767" -13.7124936256272 -1.73091451853615 794
"213" "1777" -15.2643994356536 -1.28399435576764 533
"214" "1787" -25.9558739153073 -4.80712236732478 211
"215" "1797" NA NA NA
"216" "1807_raw" NA NA NA
"217" "1835" NA NA NA
"218" "1873" NA NA NA
"219" "1883" NA NA NA
"220" "189_raw" NA NA NA
"221" "1920" -78.2656303077865 -16.6904503397061 5614
"222" "1930" -27.0201993382474 -4.8639827206541 4214
"223" "1940" -115.414723669045 -23.5456321008553 7283
"224" "1950" -171.195163009467 -39.2936707047101 5432
"225" "1960" -82.5064270468351 -17.2589437071053 6057
"226" "1970" -66.7440394370493 -13.1667097637269 7407
"227" "1980" -68.5877049088473 -14.1860979076894 9592
"228" "1990" -60.7852885039148 -11.1783590949814 843
"229" "2000" -29.6937808550943 -5.68769835689839 1259
"230" "20001_1001" -16.5404212481289 -1.45856541423171 1081
"231" "20001_1003" -14.782731345154 -1.62035199002661 784
"232" "20001_1006" -16.1757720499892 -1.42398488941807 992
"233" "20001_1011" -17.3665187537038 -1.24898005986377 1404
"234" "20001_1017" -16.9939586620258 -1.46117763489114 1395
"235" "20001_1018" -17.1760187379113 -1.36372112385664 1360
"236" "20001_1019" -17.0800815623318 -1.41996055996625 1344
"237" "20001_1020" -15.5680222211154 -1.52383362415302 767
"238" "20001_1022" -14.2433519817406 -1.72608047728807 740
"239" "20001_1023" -16.1255493074919 -1.51635767401375 1023
"240" "20001_1024" -17.509955871021 -1.19014230733571 1486
"241" "20001_1030" -17.6434699634295 -1.26085786523795 1585
"242" "20001_1032" -16.6897062848066 -1.44988755755829 1161
"243" "20001_1034" -15.2945870519575 -1.66190254610803 987
"244" "20001_1035" -14.9491998400872 -1.54034049420409 740
"245" "20001_1048" -16.7510415050619 -1.40762439899723 1275
"246" "20001_1050" -17.193859178811 -1.32102752711888 1326
"247" "20001_1052" -15.6388371801421 -1.609015379112 936
"248" "20001_1053" -14.6129231629392 -1.77057108635633 830
"249" "20001_1055" -16.4265352078695 -1.350624559223 1046
"250" "20001_1059" -14.6163434722988 -1.63910390542458 1028
"251" "20001_1060" -15.4835945442319 -1.41805148317268 705
"252" "20001_1061" -14.547739939568 -1.66308745137149 1120
"253" "20001_1062" -15.6742365018273 -1.5008551728988 825
"254" "20001_1063" -17.3535111814473 -1.37661764149813 1485
"255" "20001_1065" -15.876213890763 -1.6731612158607 1210
"256" "20001_1068" -16.5636941255239 -1.31070276402089 1084
"257" "20001_1073" -15.3924098531701 -1.5091687358099 799
"258" "20001_99999" -15.6006443872329 -1.57066785289369 838
"259" "20002_1065" -31.8777230591143 -6.14905865775604 18192
"260" "20002_1066" -14.3064471648824 -1.75903091112699 736
"261" "20002_1067" -14.7849297982453 -1.69051606673049 741
"262" "20002_1072" -14.4617534889854 -1.65342229132702 626
"263" "20002_1074" -16.2778996780483 -1.16560280080807 780
"264" "20002_1075" -15.9553780977962 -1.34355150035322 896
"265" "20002_1076" -16.412677212941 -1.31680334824763 1119
"266" "20002_1077" -13.1701604338599 -1.98674031113315 668
"267" "20002_1078" -14.3203867000094 -1.59697751381094 749
"268" "20002_1079" -15.8752603839194 -1.49230422092835 979
"269" "20002_1080" -16.5695894095267 -1.31082532719127 1182
"270" "20002_1081" -13.9978340479539 -1.68308044714755 594
"271" "20002_1082" -14.0998153489494 -1.74923328986688 684
"272" "20002_1083" -17.1061069057389 -1.23898061417521 1394
"273" "20002_1086" -15.9018207546721 -1.42511284858467 777
"274" "20002_1087" -16.1742251487854 -1.40821663396484 998
"275" "20002_1093" -14.2899868694718 -1.74245430184733 996
"276" "20002_1094" -15.0197336211454 -1.60854341685172 1392
"277" "20002_1111" -55.4329491323236 -11.9761092681247 20604
"278" "20002_1112" -13.925505702891 -1.78179093172805 586
"279" "20002_1113" -14.1444385499181 -1.5430898294187 513
"280" "20002_1114" -14.7330719639667 -1.65530437388343 658
"281" "20002_1115" -17.3039278993471 -1.26294343693458 1605
"282" "20002_1117" -14.9861934791158 -1.63460805837168 760
"283" "20002_1120" -17.0516562312412 -1.33004554535405 1435
"284" "20002_1123" -14.1389167373991 -1.76642620751851 718
"285" "20002_1125" -13.8130198485102 -1.84483008082408 640
"286" "20002_1126" -14.4060908397421 -1.74750471556297 749
"287" "20002_1134" -16.4319404540579 -1.2401938847133 963
"288" "20002_1135" -14.5432685802231 -1.84875909540935 908
"289" "20002_1136" -14.8885920705423 -1.70317495371647 915
"290" "20002_1137" -14.8724954014066 -1.73807418932564 857
"291" "20002_1138" NA NA NA
"292" "20002_1139" -14.3443905573519 -1.65143768643723 677
"293" "20002_1142" -13.6346769916631 -1.78521587443584 579
"294" "20002_1143" -15.6112994787136 -1.45313140867526 815
"295" "20002_1154" -14.8503235769715 -1.4186844199033 468
"296" "20002_1155" -15.7575092629285 -1.50056023012031 917
"297" "20002_1156" -14.8859727241123 -1.62711089678621 802
"298" "20002_1157" -15.7712576015435 -1.69803146637014 994
"299" "20002_1158" -16.094448019258 -1.47231263769823 1014
"300" "20002_1161" -16.5636255032068 -1.32743653702652 1054
"301" "20002_1162" -14.3444013735063 -1.8431846811595 1145
"302" "20002_1163" -15.7545118244104 -1.47376989081738 808
"303" "20002_1165" -14.7460106496843 -1.5831193925452 756
"304" "20002_1190" -14.2413274038299 -1.71402942058827 770
"305" "20002_1191" -17.0549460246079 -1.40204488007097 1387
"306" "20002_1192" -16.7620116630903 -1.27956503930692 1266
"307" "20002_1193" -16.7726224062144 -1.40015434102208 1240
"308" "20002_1194" -16.2492835417416 -1.35361906090307 929
"309" "20002_1196" -14.0401858739238 -1.79657947204899 790
"310" "20002_1197" -13.5984287155424 -1.78736299597113 611
"311" "20002_1200" -16.5833518093897 -1.30504503856587 1144
"312" "20002_1201" -13.8568362942524 -1.75904290643949 663
"313" "20002_1202" -13.622565708887 -1.93258126211207 669
"314" "20002_1220" -51.4758872157878 -9.40862613824407 6460
"315" "20002_1222" -18.0630390103616 -1.29621744416849 6832
"316" "20002_1223" -13.9502580903298 -1.77825818464641 772
"317" "20002_1224" -14.1074188699984 -1.95725054500601 885
"318" "20002_1225" -18.0861629901263 -1.25838884078496 16419
"319" "20002_1226" -43.7305655187112 -8.6408230018482 25714
"320" "20002_1229" -17.1626447896488 -1.34116897549125 1431
"321" "20002_1234" -17.4727344950623 -1.32282826365383 2774
"322" "20002_1238" -16.2741748071942 -1.38181976765543 1084
"323" "20002_1240" -17.4474133483615 -1.16547916808331 1702
"324" "20002_1242" -13.7910202967427 -1.87901505774763 897
"325" "20002_1243" -15.6328236220285 -1.43304937172642 717
"326" "20002_1246" -16.4721949309698 -1.53497500858436 1247
"327" "20002_1247" -13.953149341054 -1.83312781746908 666
"328" "20002_1249" -16.6375939362468 -1.3880370738172 987
"329" "20002_1250" -15.7325567673804 -1.49215503028177 788
"330" "20002_1251" -15.6046764730074 -1.55547945862546 892
"331" "20002_1254" -16.3582626082671 -1.48107567350805 1045
"332" "20002_1255" -15.114885833965 -1.6393969920441 871
"333" "20002_1256" -16.7723630365862 -1.4143148326072 1270
"334" "20002_1257" -14.3095263241485 -1.67847808350106 641
"335" "20002_1258" -17.1507267055601 -1.24679853520606 1310
"336" "20002_1261" -17.8496243336962 -1.33812467581864 11610
"337" "20002_1262" -15.1291373218787 -1.55718983753856 633
"338" "20002_1264" -13.6608339356754 -1.73637893178839 625
"339" "20002_1265" -15.8711589756981 -1.3465555491974 652
"340" "20002_1266" -14.2096862419275 -1.7113154272646 682
"341" "20002_1267" -15.0121583056608 -1.66438171788599 773
"342" "20002_1274" -15.847506244953 -1.5889088586245 1120
"343" "20002_1275" -15.3288027688679 -1.52859683778567 859
"344" "20002_1276" -14.9691038228718 -1.65303483727103 859
"345" "20002_1277" -14.1893791915337 -1.74833609387796 1000
"346" "20002_1278" -13.5847876373642 -1.72951537139898 565
"347" "20002_1279" -15.3403908105448 -1.54128386565692 773
"348" "20002_1281" -14.0768717355805 -1.82131488631996 677
"349" "20002_1282" -16.8393100511852 -1.33165979687191 1177
"350" "20002_1286" NA NA NA
"351" "20002_1287" -13.9994555884251 -1.62681776154954 553
"352" "20002_1288" -15.1644398595658 -1.62350994585502 697
"353" "20002_1289" -15.717533499738 -1.51607164237285 860
"354" "20002_1290" -16.6558876016967 -1.29657315758435 1117
"355" "20002_1291" -15.1300210633456 -1.51543556947019 798
"356" "20002_1293" -14.7207233896711 -1.68961440649139 775
"357" "20002_1294" -13.0726862123381 -1.8934327224307 504
"358" "20002_1295" -13.7286896234009 -1.93810758664293 763
"359" "20002_1297" -13.5332983505139 -1.77207868575582 592
"360" "20002_1308" -15.363403661496 -1.53997335447146 749
"361" "20002_1309" -14.3369087645211 -1.71413316181095 819
"362" "20002_1311" -13.6357108068748 -1.77952001339005 573
"363" "20002_1312" -13.359713413753 -1.89706000183513 625
"364" "20002_1313" -17.794171220313 -1.36666450751827 9788
"365" "20002_1322" -16.7885964888049 -1.3912391980541 1518
"366" "20002_1327" -15.6042075534783 -1.62161374235282 883
"367" "20002_1330" -14.1160607380685 -1.72274314669272 661
"368" "20002_1331" -14.145486978191 -1.82766272049254 683
"369" "20002_1371" -17.1325583916373 -1.58000896295988 6975
"370" "20002_1372" -16.949252340789 -1.26843492848409 1321
"371" "20002_1373" -16.9298323803425 -1.3911879559213 1301
"372" "20002_1374" -13.9090827184654 -1.72339929154412 663
"373" "20002_1377" -16.4148443156693 -1.5633004096605 2849
"374" "20002_1381" -16.8213943525495 -1.54182658213554 3041
"375" "20002_1382" -16.6244533166733 -1.46808749010857 1741
"376" "20002_1384" -16.9326230157981 -1.31927710824133 1429
"377" "20002_1385" -14.3329640279302 -1.60921659245612 674
"378" "20002_1386" -14.0166479018548 -1.6189325702964 632
"379" "20002_1387" -58.0101147438094 -10.7108465611142 3151
"380" "20002_1394" -16.445898567571 -1.37609716131809 1068
"381" "20002_1398" -14.0921927024583 -1.60966519856392 635
"382" "20002_1400" -15.612316765473 -1.58431364441073 709
"383" "20002_1405" -14.3840381314845 -1.73912678751689 755
"384" "20002_1406" -14.2489035947291 -1.68913110971395 612
"385" "20002_1407" -15.8983078667308 -1.5432651327525 878
"386" "20002_1408" -14.9925848560692 -1.62216352819073 657
"387" "20002_1412" -13.6517064857978 -1.79221075062882 624
"388" "20002_1413" -14.0010333756445 -1.82378315310577 760
"389" "20002_1414" -16.2588022425428 -1.4024204992325 1109
"390" "20002_1415" -12.8992408805131 -2.01660501780087 518
"391" "20002_1416" -13.966616618865 -1.74058845240098 669
"392" "20002_1417" -15.1142046739195 -1.62349220831444 1247
"393" "20002_1419" -16.9165684540961 -1.41126441604516 1320
"394" "20002_1420" -16.8910273208317 -1.2968473733091 1076
"395" "20002_1421" -14.559819407693 -1.68270067027964 690
"396" "20002_1425" -16.234588638244 -1.46836201706298 1042
"397" "20002_1427" -16.1681406934019 -1.46435485448437 963
"398" "20002_1428" -16.8837740751925 -1.35707896410867 1305
"399" "20002_1430" -17.0169874309191 -1.35092042090314 1288
"400" "20002_1433" -17.2481687197341 -1.25685907097918 1354
"401" "20002_1434" -14.4439681796128 -1.62737135020568 722
"402" "20002_1435" -17.2895045222639 -1.18379484823856 1605
"403" "20002_1436" -13.877192706091 -1.76722625530115 712
"404" "20002_1437" -17.4513607997456 -1.25092704055595 1524
"405" "20002_1438" -17.2826652056405 -1.40062246938697 1901
"406" "20002_1439" -16.0223716207377 -1.40143768396395 1178
"407" "20002_1440" -13.3634117642232 -1.95177508427471 672
"408" "20002_1441" -15.4836993664295 -1.55776108162707 974
"409" "20002_1442" -14.4749735281458 -1.67049435751117 703
"410" "20002_1445" -16.0255512635394 -1.4606325039613 1130
"411" "20002_1446" -14.7650056792176 -1.76221369904551 775
"412" "20002_1451" -16.4135018215201 -1.51299298514578 1595
"413" "20002_1452" -16.7032903042386 -1.31236302910797 1682
"414" "20002_1453" -18.1312653937222 -1.35459395932413 21787
"415" "20002_1454" -14.8944229238677 -1.65929211682167 795
"416" "20002_1455" -17.4296923107901 -1.2204230026396 1358
"417" "20002_1456" -19.2273279380169 -1.56903180224731 36016
"418" "20002_1457" -14.2122731896457 -1.79213697651098 727
"419" "20002_1458" -13.2443689317992 -2.00412601666611 681
"420" "20002_1459" -14.5633316739577 -1.65144104541133 741
"421" "20002_1460" -14.7926301680688 -1.62006197034228 700
"422" "20002_1461" -16.8706363276451 -1.44859922046105 1302
"423" "20002_1462" -14.9868080496094 -1.53994352807255 842
"424" "20002_1463" -16.3920064976781 -1.59839469397176 4776
"425" "20002_1464" -17.2886562252024 -1.40181042523877 8629
"426" "20002_1465" NA NA NA
"427" "20002_1466" -16.1444009031658 -1.55817151089839 4002
"428" "20002_1467" -13.281045032779 -1.87645795496922 557
"429" "20002_1468" -16.9824033706574 -1.41581152602154 1662
"430" "20002_1469" -16.5082354869434 -1.39118215388121 1035
"431" "20002_1470" -16.0252821527247 -1.50908274844992 1053
"432" "20002_1471" -14.7809480502684 -1.64422872797182 1322
"433" "20002_1472" -17.0286664626313 -1.32523542820313 1188
"434" "20002_1473" -25.6347512061856 -4.87695612413302 7553
"435" "20002_1474" -14.1280506587916 -1.62506837828638 435
"436" "20002_1476" -13.9394625561972 -1.67113288190761 637
"437" "20002_1477" -17.0315674760165 -1.51684241446806 4789
"438" "20002_1478" -13.8833422863132 -1.65929906147584 529
"439" "20002_1479" -13.9975394431295 -1.8595493593586 683
"440" "20002_1482" -13.8734565873005 -1.85460411111219 691
"441" "20002_1485" -14.6971721149664 -1.70871888972712 739
"442" "20002_1487" -16.5691919411654 -1.45232238886617 1173
"443" "20002_1491" -17.2727441335285 -1.40329842148403 1538
"444" "20002_1494" -13.6862955710848 -1.88891715852779 798
"445" "20002_1495" -16.5131615873205 -1.43032777493502 1195
"446" "20002_1497" -16.961689166431 -1.19866417134467 1288
"447" "20002_1499" -16.662761526732 -1.43973000799175 1214
"448" "20002_1500" -15.6232961910833 -1.4764511864787 916
"449" "20002_1501" -17.6730658164872 -1.34761888526205 1911
"450" "20002_1502" -13.6340715844558 -1.74887849011346 673
"451" "20002_1504" -16.650990523903 -1.38908501401826 1273
"452" "20002_1505" -14.5463397365121 -1.74785395646424 808
"453" "20002_1508" -15.9883379009833 -1.52597683661894 860
"454" "20002_1509" -17.669886485118 -1.56361173999192 1881
"455" "20002_1510" -15.2956610417467 -1.72618381384879 775
"456" "20002_1511" -16.3807394865472 -1.51065155983058 1088
"457" "20002_1512" -15.8382013362834 -1.58248827349139 1024
"458" "20002_1513" -14.2656231187548 -1.69443395555196 627
"459" "20002_1514" -16.1322234945585 -1.35300082366139 904
"460" "20002_1523" -16.9715367406423 -1.36926157377564 1199
"461" "20002_1525" -17.2479950643413 -1.3323335928459 1576
"462" "20002_1526" -16.3463869536787 -1.5180957336423 1091
"463" "20002_1528" -16.1711684264077 -1.54766093689999 1082
"464" "20002_1529" -15.260526814152 -1.53292298400229 751
"465" "20002_1530" -17.6229336314068 -1.29110771862199 2473
"466" "20002_1532" -15.6365433811798 -1.59267969328122 891
"467" "20002_1533" -14.7209814303341 -1.77621618744593 660
"468" "20002_1534" -13.4621189439967 -1.93244726183066 739
"469" "20002_1535" -16.3403572509649 -1.41117037460356 1130
"470" "20002_1536" -17.2766497169946 -1.25336964028383 1626
"471" "20002_1537" -14.1051391680949 -1.79589549826794 776
"472" "20002_1538" -13.4017057207706 -1.88822153939503 672
"473" "20002_1540" -16.8216441552864 -1.44551303930877 1384
"474" "20002_1541" -14.7501348887005 -1.78817250284633 775
"475" "20002_1542" -15.2898703302359 -1.56018472078984 762
"476" "20002_1544" -16.4705976423339 -1.2871062789443 1125
"477" "20002_1545" -15.9764454574397 -1.50518607079636 884
"478" "20002_1548" -16.4462329317728 -1.30182086500324 1062
"479" "20002_1549" -16.834933866973 -1.43656561891567 1451
"480" "20002_1550" -17.3876998887512 -1.34165129817298 1407
"481" "20002_1561" -15.7085374173134 -1.49087563767057 930
"482" "20002_1562" -16.7546262642665 -1.35205818479222 1219
"483" "20002_1563" -16.7477994341818 -1.31107156827911 1119
"484" "20002_1567" -15.2744578088066 -1.64759769372224 997
"485" "20002_1568" -14.1458181452736 -1.75073586972071 722
"486" "20002_1569" -14.1790695479658 -1.83784327565381 684
"487" "20002_1570" -15.3860491881327 -1.63291259445629 805
"488" "20002_1571" -13.6703826915622 -1.84662224246787 712
"489" "20002_1572" -15.2876680746104 -1.73850140616284 1043
"490" "20002_1573" -15.9154539392203 -1.43846495985844 1072
"491" "20002_1575" -16.7224117474446 -1.46040822197598 1274
"492" "20002_1578" -16.942351268659 -1.36171626081721 1530
"493" "20002_1585" -17.4859778668687 -1.34410658951753 1661
"494" "20002_1597" -15.1143547061775 -1.55996703864439 778
"495" "20002_1598" -13.872031862424 -1.74938900732741 793
"496" "20002_1599" -15.8073775266138 -1.52640618342061 989
"497" "20002_1602" -17.0594393035047 -1.12558248751988 1270
"498" "20002_1603" -17.0565342292969 -1.4026166733963 1432
"499" "20002_1605" -17.5107558996043 -1.40669990049008 1648
"500" "20002_1608" -17.4376822874421 -1.30498585800203 1741
"501" "20002_1610" -16.149620024996 -1.4563174288135 1145
"502" "20002_1613" -17.0191077298506 -1.3983606797388 1442
"503" "20002_1614" -15.4372433772895 -1.57045459697443 921
"504" "20002_1616" -15.8586777417864 -1.49039089626025 912
"505" "20002_1617" -14.2243553744994 -1.78367477795108 778
"506" "20002_1619" -16.5927545798575 -1.40785312854437 1088
"507" "20002_1620" -17.400161984194 -1.12115002534926 1750
"508" "20002_1623" -16.5813091859883 -1.41894894251553 1420
"509" "20002_1625" -16.3310170280687 -1.33634587932187 1017
"510" "20002_1626" -16.04357166823 -1.53208557118615 1147
"511" "20002_1627" -16.8797031452352 -1.31252625741207 1304
"512" "20002_1628" -15.0177336424465 -1.68615199715293 799
"513" "20002_1629" -16.9312444052706 -1.28298061772051 1374
"514" "20002_1631" -15.7344407510162 -1.58135682677341 923
"515" "20002_1632" -16.7938920195953 -1.2432454111643 1123
"516" "20002_1633" -15.1269119632873 -1.63802460370864 902
"517" "20002_1634" -14.7175763636906 -1.74144529757553 935
"518" "20002_1635" -16.9785449469564 -1.34246911642939 1478
"519" "20002_1636" -17.3136627685332 -1.36411648377866 1655
"520" "20002_1637" -14.4336168102052 -1.76367354324865 842
"521" "20002_1638" -16.5192002290188 -1.4216768090617 1470
"522" "20002_1639" -15.7539533453867 -1.49360446114436 1044
"523" "20002_1644" -15.8254517932507 -1.52993654712983 1027
"524" "20002_1646" -16.2714714192782 -1.38635706017959 1173
"525" "20002_1647" -17.2214307740847 -1.15750639285339 1191
"526" "20002_1648" -16.2927953076409 -1.35660122113787 1000
"527" "20002_1649" -16.3825897543487 -1.39458656053905 1157
